,playerID,career_DivWin,career_WCWin,career_LgWin,career_WSWin,career_team_wins,career_team_games,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,post_G,post_AB,post_R,post_H,post_2B,post_3B,post_HR,post_RBI,post_SB,post_CS,post_BB,post_SO,post_IBB,post_HBP,post_SH,post_SF,post_GIDP,fielding_G,fielding_GS,InnOuts,PO,A,E,DP,PB,fielding_WP,fielding_SB,fielding_CS,ZR,fielding_post_G,fielding_post_GS,post_InnOuts,post_PO,post_A,post_E,post_DP,post_TP,post_PB,inducted,seasons_played,ALCS MVP,All-Star Game MVP,Babe Ruth Award,Baseball Magazine All-Star,Bob Feller Act of Valor Award - HOF Player,Bob Feller Act of Valor Award - MLB Player,Bob Feller Act of Valor Award - Patriot Award,Branch Rickey Award,Comeback Player of the Year,Cy Young Award,Gold Glove,Hank Aaron Award,Hutch Award,Lou Gehrig Memorial Award,MLB Players Choice Comeback Player,MLB Players Choice Man of the Year,MLB Players Choice Outstanding Pitcher,MLB Players Choice Outstanding Player,MLB Players Choice Outstanding Rookie,MLB Players Choice Player of the Year,MLB Players Curt Flood Award,Most Valuable Player,NLCS MVP,Outstanding DH Award,Pitcher of the Month,Pitching Triple Crown,Platinum Glove,Player of the Month,Player of the Week,Reliever of the Month,Reliever of the Year Award,Roberto Clemente Award,Rookie of the Month,Rookie of the Year,Silver Slugger,TSN All-Star,TSN Comeback Player of the Year,TSN Fireman of the Year,TSN Guide MVP,TSN Major League Player of the Year,TSN Pitcher of the Year,TSN Player of the Year,TSN Reliever of the Year,TSN Rookie Pitcher of the Year,TSN Rookie Player of the Year,TSN Rookie of the Year,This Year in Baseball Best Bounceback Player,This Year in Baseball Best Play - Offense,This Year in Baseball Best Player,This Year in Baseball Breakout Hitter of the Year,This Year in Baseball Breakout Pitcher of the Year,This Year in Baseball Breakout Player of the Year,This Year in Baseball Closer of the Year,This Year in Baseball Defensive Player of the Year,This Year in Baseball Dependable Player of the Year,This Year in Baseball Hitter of the Year,This Year in Baseball Moment of the Year,This Year in Baseball Oddity of the Year,This Year in Baseball Performance of the Year,This Year in Baseball Pitching Performance of the Year,This Year in Baseball Play of the Year,This Year in Baseball Postseason MVP,This Year in Baseball Postseason Moment of the Year,This Year in Baseball Rookie of the Year,This Year in Baseball Setup Man of the Year,This Year in Baseball Starter of the Year,This Year in Baseball X-Factor Player of the Year,Triple Crown,World Series MVP,nameFirst,nameLast,hof_eligibility,AVG,post_AVG,OBP,post_OBP,1B,SLG,post_1B,post_SLG,OPS,post_OPS
16184,rojasme01,0,0,0,0,1023,2039,525.0,59.0,1.0,7.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,32.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,0.0,2001.0,44.0,81.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mel,Rojas,1,0.11864406779661017,0.0,0.11864406779661017,0.0,6.0,0.13559322033898305,0.0,0.0,0.2542372881355932,0.0
16188,rolanji01,2,0,1,1,1024,1924,217.0,84.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,36.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,29.0,1347.0,19.0,70.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jim,Roland,1,0.07142857142857142,0.0,0.10344827586206896,0.0,6.0,0.07142857142857142,0.0,0.0,0.1748768472906404,0.0
16189,rolensc01,6,0,2,1,1572,3076,2038.0,7398.0,1211.0,2077.0,517.0,43.0,316.0,1287.0,118.0,49.0,899.0,1410.0,57.0,127.0,1.0,93.0,150.0,39.0,141.0,18.0,31.0,7.0,0.0,5.0,12.0,0.0,1.0,15.0,34.0,0.0,2.0,0.0,1.0,5.0,2023.0,1996.0,52438.0,1478.0,4081.0,186.0,355.0,0.0,0.0,0.0,0.0,0.0,39.0,38.0,1000.0,24.0,66.0,7.0,4.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scott,Rolen,1,0.2807515544741822,0.2198581560283688,0.36433016320300576,0.3018867924528302,1201.0,0.49040281157069476,19.0,0.375886524822695,0.8547329747737005,0.6777733172755251
16190,rolfere01,0,0,6,5,978,1544,1175.0,4827.0,942.0,1394.0,257.0,67.0,69.0,497.0,44.0,20.0,526.0,335.0,0.0,10.0,42.0,0.0,14.0,28.0,116.0,17.0,33.0,4.0,1.0,0.0,6.0,1.0,2.0,9.0,9.0,0.0,0.0,3.0,0.0,1.0,1148.0,0.0,0.0,1336.0,2275.0,170.0,216.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,753.0,30.0,38.0,4.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,Rolfe,1,0.2887922104827015,0.28448275862068967,0.35987320529554356,0.336,1001.0,0.4126786824114357,28.0,0.33620689655172414,0.7725518877069792,0.6722068965517242
16195,rolliji01,6,0,2,1,1446,2753,2275.0,9294.0,1421.0,2455.0,511.0,115.0,231.0,936.0,470.0,105.0,813.0,1264.0,52.0,38.0,42.0,53.0,136.0,50.0,195.0,27.0,48.0,12.0,1.0,3.0,15.0,11.0,4.0,16.0,36.0,0.0,2.0,1.0,1.0,6.0,2228.0,2194.0,58542.0,2982.0,6139.0,154.0,1249.0,0.0,0.0,0.0,0.0,0.0,48.0,47.0,1244.0,66.0,129.0,5.0,22.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jimmy,Rollins,1,0.26414891327738327,0.24615384615384617,0.3241812120023534,0.308411214953271,1598.0,0.41844200559500755,32.0,0.3641025641025641,0.7426232175973609,0.6725137790558351
16198,rolliri01,0,0,1,0,897,1786,1002.0,3303.0,419.0,887.0,125.0,20.0,77.0,399.0,17.0,10.0,266.0,410.0,23.0,39.0,45.0,22.0,80.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,857.0,810.0,21237.0,755.0,1624.0,134.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rich,Rollins,1,0.2685437481077808,0.0,0.32837465564738294,0.3333333333333333,665.0,0.3884347562821677,0.0,0.0,0.7168094119295507,0.3333333333333333
16204,romanjo01,0,0,2,1,847,1600,905.0,2767.0,355.0,706.0,112.0,10.0,129.0,417.0,7.0,9.0,414.0,485.0,27.0,29.0,13.0,33.0,69.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.0,779.0,20069.0,4435.0,344.0,48.0,51.0,77.0,190.0,296.0,157.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John,Romano,1,0.25514998192988797,0.0,0.35430157261794637,0.0,455.0,0.4427177448500181,0.0,0.0,0.7970193174679645,0.0
16215,romered01,4,0,2,0,1103,2212,730.0,1912.0,218.0,473.0,79.0,1.0,8.0,155.0,9.0,10.0,140.0,159.0,4.0,5.0,36.0,18.0,52.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,701.0,518.0,14640.0,948.0,1419.0,81.0,294.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,39.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ed,Romero,1,0.24738493723849372,0.2,0.2978313253012048,0.2,385.0,0.3023012552301255,1.0,0.2,0.6001325805313303,0.4
16218,romerjc01,9,2,3,2,1488,2752,680.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680.0,22.0,1984.0,72.0,106.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,60.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,J. C.,Romero,1,0.25,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.75,0.0
16231,rommeed01,0,0,3,2,1073,1994,507.0,826.0,80.0,164.0,23.0,6.0,1.0,59.0,1.0,3.0,62.0,102.0,0.0,0.0,70.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,0.0,0.0,165.0,810.0,32.0,51.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eddie,Rommel,1,0.19854721549636803,0.0,0.2545045045045045,0.0,134.0,0.24455205811138014,0.0,0.0,0.49905656261588466,0.0
16247,roofph01,0,0,0,0,1366,2893,857.0,2151.0,190.0,463.0,69.0,13.0,43.0,210.0,11.0,10.0,184.0,504.0,18.0,23.0,40.0,6.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838.0,689.0,17844.0,4155.0,356.0,63.0,49.0,57.0,106.0,330.0,203.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Phil,Roof,1,0.21524872152487215,0.0,0.28341793570219964,0.0,338.0,0.3193863319386332,0.0,0.0,0.6028042676408328,0.0
16249,rookeji01,3,0,2,2,1115,2099,337.0,606.0,54.0,122.0,17.0,4.0,7.0,56.0,3.0,0.0,21.0,229.0,0.0,3.0,32.0,5.0,14.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,320.0,255.0,5438.0,80.0,282.0,20.0,22.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,59.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jim,Rooker,1,0.20132013201320131,0.2,0.22992125984251968,0.2,94.0,0.27722772277227725,1.0,0.2,0.5071489826147969,0.4
16254,rootch01,0,0,4,0,1464,2625,632.0,1086.0,86.0,196.0,46.0,7.0,11.0,93.0,1.0,0.0,44.0,329.0,0.0,7.0,54.0,0.0,9.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,632.0,0.0,0.0,95.0,506.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,68.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charlie,Root,1,0.18047882136279927,0.0,0.21723834652594548,0.0,132.0,0.26611418047882135,0.0,0.0,0.48335252700476683,0.0
16263,rosalad01,4,1,0,0,1070,2107,653.0,1621.0,186.0,367.0,69.0,6.0,48.0,179.0,17.0,12.0,135.0,451.0,5.0,20.0,13.0,17.0,32.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,417.0,11791.0,991.0,981.0,44.0,243.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Adam,Rosales,1,0.22640345465761874,0.0,0.29113218070273283,0.3333333333333333,244.0,0.36520666255397904,0.0,0.0,0.6563388432567119,0.3333333333333333
16267,rosarbu01,0,0,3,2,1077,2005,988.0,3198.0,335.0,836.0,147.0,15.0,18.0,367.0,17.0,18.0,315.0,161.0,0.0,10.0,48.0,0.0,97.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934.0,0.0,0.0,3845.0,511.0,36.0,92.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buddy,Rosar,1,0.2614133833646029,1.0,0.32954868010218563,1.0,656.0,0.33364602876798,1.0,1.0,0.6631947088701656,2.0
16279,rosebjo01,1,0,4,3,1206,2236,1585.0,4847.0,512.0,1206.0,190.0,44.0,104.0,548.0,67.0,56.0,547.0,677.0,110.0,36.0,44.0,53.0,76.0,23.0,75.0,2.0,12.0,1.0,0.0,1.0,7.0,1.0,2.0,5.0,12.0,2.0,0.0,2.0,0.0,1.0,1489.0,1358.0,36057.0,9332.0,678.0,107.0,115.0,111.0,427.0,406.0,297.0,29.0,23.0,22.0,575.0,163.0,11.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John,Roseboro,1,0.24881369919537857,0.16,0.32628123290169614,0.2125,868.0,0.37053847740870643,10.0,0.21333333333333335,0.6968197103104026,0.42583333333333334
16289,rosenal01,0,0,2,1,928,1552,1044.0,3725.0,603.0,1063.0,165.0,20.0,192.0,717.0,39.0,33.0,587.0,385.0,9.0,27.0,9.0,26.0,121.0,4.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.0,378.0,9923.0,1662.0,1848.0,127.0,230.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,73.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Al,Rosen,1,0.2853691275167785,0.23076923076923078,0.384192439862543,0.2857142857142857,686.0,0.4950335570469799,3.0,0.23076923076923078,0.8792259969095229,0.5164835164835164
16301,rosepe01,8,0,6,3,2201,3989,3562.0,14053.0,2165.0,4256.0,746.0,135.0,160.0,1314.0,198.0,149.0,1566.0,1143.0,167.0,107.0,56.0,79.0,247.0,67.0,268.0,30.0,86.0,13.0,2.0,5.0,22.0,2.0,5.0,28.0,22.0,7.0,2.0,1.0,1.0,3.0,3528.0,3437.0,90298.0,12394.0,3349.0,213.0,1083.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,1789.0,253.0,47.0,2.0,16.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Pete,Rose,1,0.3028534832420124,0.3208955223880597,0.3751344511230623,0.3879598662207358,3215.0,0.4093076211485092,66.0,0.44029850746268656,0.7844420722715715,0.8282583736834224
16309,rossbu02,0,0,0,0,700,1686,237.0,448.0,24.0,69.0,11.0,0.0,3.0,27.0,0.0,0.0,20.0,141.0,0.0,2.0,30.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,53.0,204.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buck,Ross,1,0.15401785714285715,0.0,0.19361702127659575,0.0,55.0,0.19866071428571427,0.0,0.0,0.39227773556231005,0.0
16312,rossco01,1,1,1,1,1142,2429,1073.0,3453.0,449.0,904.0,211.0,13.0,132.0,508.0,33.0,13.0,282.0,800.0,18.0,40.0,4.0,27.0,77.0,15.0,51.0,11.0,15.0,5.0,0.0,5.0,10.0,0.0,0.0,7.0,11.0,0.0,1.0,0.0,0.0,1.0,973.0,874.0,23398.0,1823.0,59.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,405.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cody,Ross,1,0.26180133217492035,0.29411764705882354,0.32246186217780115,0.3898305084745763,548.0,0.4451201853460759,5.0,0.6862745098039216,0.767582047523877,1.076105018278498
